,GenCo1,GenCo2,GenCo3,GenCo4,GenCo5,GenCo6,GenCo7,GenCo8,GenCo9,GenCo10,GenCo11,GenCo12,GenCo13,GenCo14,GenCo15,GenCo16,GenCo17,GenCo18,GenCo19,GenCo20,GenCo21,GenCo22,GenCo23,GenCo24,GenCo25,GenCo26,GenCo27,GenCo28,GenCo29,GenCo30,GenCo31,GenCo32,GenCo33,GenCo34,GenCo35,GenCo36,GenCo37,GenCo38,GenCo39,GenCo40,GenCo41,GenCo42,GenCo43,GenCo44,GenCo45,GenCo46,GenCo47,GenCo48,GenCo49,GenCo50,GenCo51,GenCo52,GenCo53,GenCo54,GenCo55,GenCo56,GenCo57,GenCo58,GenCo59,GenCo60,GenCo61,GenCo62,GenCo63,GenCo64,GenCo65,GenCo66,GenCo67,GenCo68,GenCo69,GenCo70,GenCo71,GenCo72,GenCo73,GenCo74,GenCo75,GenCo76,GenCo77,GenCo78,GenCo79,GenCo80,GenCo81,GenCo82
0,130,448,606.75,0,710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.25,0,0,629.5,101.75,213.9496,0,0,0,626.5,0,0,0,122.5,0,0,0,0,105,582.75,0,0,549.75,845,0,0,108,0,0,0,0,0,0,585.75,0,0,0,188.75,0,0,0,0,0,0,747,445,0,379.25,300,0,0,0,0,0,0,603.25,580.75,0,0
1,520,850,204.75,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.25,0,0,629.5,407,200,0,0,0,898,0,0,0,122.5,0,0,0,0,420,180.75,0,0,549.75,443,0,0,0,0,0,0,0,0,0,423.8405,0,0,0,590.75,0,0,0,0,0,0,345,445,0,379.25,300,0,0,0,0,0,0,201.25,715,0,0
2,520,586.72966,0,0,710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.5,407,200,0,0,0,496,0,0,0,0,0,0,0,0,105,180.75,0,0,549.75,443,0,0,0,0,0,0,0,0,0,183.75,0,0,0,188.75,0,0,0,0,0,0,0,111.25,0,0,0,0,0,0,0,0,0,201.25,580.75,0,0
3,130,212.5,0,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.75,0,0,0,0,224.5,0,0,0,122.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.25,178.75,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.5,0,224.5,0,0,0,0,0,0,362.5,0,105,180.75,0,0,549.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,345,0,0,0,300,0,0,0,0,0,0,0,178.75,0,313
16,0,0,0,0,710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.75,0,202.5,296.15383,0,224.5,0,0,0,0,0,0,764.5,0,105,180.75,0,0,951.75,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,333,345,0,0,0,300,0,0,0,0,0,0,201.25,580.75,0,715
17,0,0,0,0,1112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,200,604.5,466.35629,0,626.5,0,0,0,0,0,0,1166.5,0,420,180.75,0,0,549.75,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,735,345,0,0,0,0,0,0,0,0,0,0,603.25,178.75,0,313
18,0,0,0,0,710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.25,0,0,407,602,202.5,237.5,0,224.5,0,0,0,0,0,0,909.39328,0,420,180.75,0,0,549.75,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,735,345,0,0,0,300,0,0,0,0,0,0,485.34461,178.75,0,313
19,0,0,0,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743.25,0,227.5,407,602,202.5,639.5,0,224.5,0,0,0,0,0,0,1311.3933,0,420,0,0,0,951.75,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,513.78815,178.75,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.25,743.25,0,629.5,101.75,200,0,950,0,0,0,0,0,0,0,0,909.39328,0,420,0,0,0,1353.75,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.25,178.75,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.25,341.25,0,910,0,0,0,548,0,0,0,0,0,0,0,0,764.5,0,420,0,0,0,1716.2893,443,0,0,0,0,0,0,0,0,0,183.75,0,0,0,188.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.75,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0,0,910,0,0,0,639.5,0,0,0,0,0,0,0,0,362.5,0,105,0,0,0,2027.9175,0,0,0,0,0,0,0,0,0,0,585.75,0,0,0,590.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.25,0,0,742.01704,0,0,0,237.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625.9175,0,0,0,0,0,0,0,0,0,0,714.2324,0,0,0,188.75,0,0,0,0,0,0,0,111.25,102,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.25,0,0,340.01704,0,0,0,539.07904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.9194,0,0,0,0,0,0,0,0,0,0,735,0,0,0,590.75,0,0,0,0,0,0,0,445,408,379.25,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.5,0,0,0,941.07904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.91943,0,0,0,0,0,0,0,0,0,0,585.75,0,0,0,188.75,0,0,0,0,0,0,0,445,408,781.25,300,0,0,0,0,0,0,0,0,0,0
26,0,0,204.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.5,0,0,0,539.07904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951.75,0,0,0,0,0,0,0,0,0,0,183.75,0,0,0,188.75,295,0,0,0,0,0,345,445,408,379.25,600,0,0,0,0,0,0,0,0,0,0
27,0,0,606.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.5,0,0,0,237.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.75,0,0,0,0,0,0,0,0,0,0,183.75,0,0,0,0,550.68702,0,0,0,0,0,399.8564,445,102,379.25,600,0,0,0,0,0,0,0,0,0,0
28,0,212.5,606.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.75,0,0,0,0,952.68702,0,0,0,0,0,345,445,408,0,300,0,0,0,0,0,0,0,0,0,0
29,0,614.5,204.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.75,0,0,356.96476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.75,0,0,0,0,1024.0087,0,0,0,0,0,345,445,408,0,0,0,0,0,0,0,0,0,0,0,0
30,0,614.5,0,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,639.5,0,0,0,0,0,0,0,0,362.5,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,183.75,0,0,0,0,622.00866,0,0,0,0,0,345,445,102,0,0,0,0,0,0,0,0,201.25,178.75,0,313
31,0,212.5,0,0,710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,237.5,0,0,0,0,0,0,0,0,764.5,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,183.75,0,0,0,0,295,0,0,0,0,0,345,111.25,0,0,0,0,0,0,0,0,0,603.25,580.75,0,579.94216
32,0,212.5,0,0,710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.75,0,0,237.5,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,443,0,0,108,0,0,0,0,0,0,183.75,0,0,0,0,295,0,0,0,0,333,345,0,0,0,0,0,0,0,0,0,0,805,438.0816,0,715
33,0,0,0,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.5,0,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,443,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,300,0,0,0,0,0,0,805,710.57066,0,313
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.5,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,403,308.57066,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,202.5,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.19251,0,0,0,0,0,0,0,0,0,0,0,201.25,580.75,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,202.5,0,0,224.5,0,0,0,0,0,0,764.5,0,0,0,0,0,549.75,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.4185,0,0,0,0,0,0,0,0,0,0,15,603.25,178.75,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,202.5,0,0,626.5,0,0,0,0,0,0,362.5,0,0,0,0,0,951.75,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884.4185,0,0,0,0,0,0,0,0,0,0,60,201.25,578.37204,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,341.25,0,227.5,0,0,0,0,0,898,0,0,0,0,0,0,646,0,0,180.75,0,0,559.77862,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286.4185,0,0,0,379.25,0,0,0,0,0,0,60,591.43153,313,0,0
39,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743.25,0,629.5,0,0,0,0,0,626.5,0,0,0,0,0,0,1048,0,0,582.75,0,0,961.77862,0,0,0,120,0,0,0,0,0,0,0,0,0,0,188.75,0,0,0,0,0,1137,0,111.25,0,781.25,300,0,0,0,0,0,60,403,715,105,0
40,520,212.5,0,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145.25,0,910,101.75,0,0,237.5,0,224.5,0,0,38.75,122.5,0,0,1450,0,105,723,0,0,936.55556,0,0,0,120,0,0,0,25,25,5.04,183.75,0,0,0,590.75,295,0,0,0,0,735,345,445,102,1183.25,600,0,0,0,0,0,60,805,715,420,0
41,520,614.5,204.75,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.25,1145.25,0,629.5,407,0,0,639.5,0,0,0,0,155,0,0,0,1048,0,420,321,0,0,925.87082,443,0,0,120,0,0,0,0,0,0,585.75,0,0,0,188.75,697,0,0,0,0,333,747,445,408,781.25,600,0,0,0,0,0,60,603.25,313,420,0
42,520,212.5,606.75,0,710.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.25,743.25,0,227.5,407,0,0,237.5,0,0,0,0,155,0,0,0,646,0,420,582.75,0,0,549.75,845,0,0,120,0,0,0,0,0,0,183.75,0,0,0,188.75,893.92853,0,0,0,0,333,345,445,408,379.25,300,0,0,0,0,0,60,201.25,580.75,420,313
43,520,212.5,204.75,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.25,341.25,0,227.5,101.75,200,0,237.5,0,0,0,0,38.75,0,0,0,362.5,0,420,180.75,0,0,549.75,845,0,0,120,0,0,0,0,0,0,183.75,0,0,0,188.75,491.92853,0,0,0,0,333,345,445,408,380.13552,0,0,0,0,0,0,60,0,178.75,420,715
44,130,212.5,204.75,0,455.10436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.25,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,549.75,443,0,0,120,0,0,0,0,0,0,183.75,0,0,0,188.75,295,0,0,0,0,333,0,445,102,379.25,0,0,0,0,0,0,15,0,178.75,105,313
45,0,0,0,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,122.5,0,0,0,0,0,0,0,0,549.75,443,0,0,110.10528,0,0,0,0,0,5.04,0,0,0,0,188.75,0,0,0,0,0,0,0,111.25,0,379.25,300,0,0,0,0,0,0,0,178.75,0,313
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,341.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.5,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,333,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,710.5,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,743.25,0,0,0,0,0,237.5,0,0,0,0,0,0,0,0,362.5,0,0,0,0,0,549.75,698.79631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,735,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,341.25,0,0,0,0,0,639.5,0,0,0,0,0,0,0,0,362.5,0,0,0,0,0,951.75,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,529.33257,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,743.25,0,0,0,0,0,665.46329,0,0,0,0,0,0,0,0,764.5,0,0,0,0,0,549.75,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,735,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,561,0,0,0,0,0,950,0,0,0,0,0,0,0,0,764.5,0,0,0,0,0,650.94555,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,333,576,0,0,0,0,0,0,0,0,0,0,0,0,0,313
61,0,0,0,0,568.79745,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,963,0,0,0,0,0,950,0,0,0,0,38.75,0,0,0,1166.5,0,0,0,0,0,1052.9456,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,333,978,0,0,379.25,0,0,0,0,0,0,0,0,0,0,715
62,0,212.5,204.75,0,498.53072,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,0,561,0,227.5,0,200,0,950,0,224.5,0,0,155,0,0,0,764.5,0,0,0,0,0,1454.9456,1370,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,1380,0,0,781.25,0,0,0,0,0,0,0,0,0,0,1117
63,0,614.5,606.75,0,430,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,226.25,963,0,629.5,0,602,202.5,950,0,626.5,0,0,155,0,0,0,362.5,0,105,180.75,0,0,1856.9456,1772,0,0,120,0,0,0,0,0,0,183.75,0,0,0,188.75,0,0,0,0,0,528,1380,111.25,0,379.25,300,0,0,0,0,0,0,201.25,0,0,747.51317
64,130,850,417,0,832,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,628.25,1365,0,508,0,800,604.5,548,0,898,0,0,155,0,0,0,764.5,0,420,582.75,0,0,2199,1772,0,0,120,0,0,0,0,0,0,585.75,0,0,0,590.75,0,0,0,0,0,930,1380,445,102,781.25,600,0,0,0,0,0,0,603.25,0,105,1038.5234
65,520,850,819,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,905,1365,0,910,0,800,810,237.5,0,898,0,0,155,0,0,0,1048,0,420,723,0,0,2199,1772,0,0,120,0,0,0,0,0,0,735,0,0,0,755,0,0,0,0,0,1332,1380,445,408,1183.25,600,0,0,0,0,0,0,805,0,420,993.55509
66,520,850,819,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,956.80429,0,0,0,0,0,905,1365,0,910,0,800,810,548,0,898,0,0,155,0,0,0,1450,0,105,723,0,0,2199,1772,0,0,120,0,0,0,0,0,0,735,0,0,0,755,0,0,0,0,0,1332,1380,445,408,1115,600,0,0,0,0,0,0,805,0,420,1252
67,520,850,417,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,905,1365,0,508,0,800,810,950,0,898,0,0,38.75,0,0,0,1450,0,0,582.75,0,0,2199,1772,0,0,120,0,0,0,0,0,0,645.17739,0,0,0,755,0,0,0,0,0,930,1380,445,102,1517,600,0,0,0,0,0,0,403,0,105,1252
68,520,850,819,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,503,1365,0,910,0,398,408,950,0,626.5,0,0,0,0,0,0,1048,0,0,180.75,0,0,2199,1772,0,0,120,0,0,0,0,0,0,735,0,0,0,755,0,0,0,0,0,528,1380,111.25,0,1517,600,0,0,0,0,0,0,805,0,0,1166.6111
69,130,850,819,0,1112.5,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,905,1365,0,508,0,210.38833,202.5,950,0,224.5,0,0,0,0,0,0,1450,0,0,0,0,0,2199,1772,0,0,120,0,0,0,0,0,0,585.75,0,0,0,590.75,0,0,0,0,0,930,1380,0,0,1115,600,0,0,0,0,0,0,805,0,0,1252
70,0,448,482.31504,0,710.5,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,628.25,963,0,910,0,200,0,950,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,1987.0698,1772,0,0,120,0,0,0,0,0,0,183.75,0,0,0,188.75,0,0,0,0,0,1332,1380,0,0,1115,600,0,0,0,0,0,0,603.25,0,0,1252
71,0,614.5,819,0,308.5,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,226.25,561,0,910,0,0,0,950,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,1585.0698,1772,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1380,0,0,1517,600,0,0,0,0,0,0,201.25,0,0,902.46249
72,0,212.5,606.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,963,0,810.52723,0,0,0,548,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,1183.0698,1772,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,978,0,0,1517,600,0,0,0,0,0,0,0,0,0,1252
73,0,614.5,204.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,1365,0,910,0,0,0,950,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,1585.0698,1370,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,576,0,0,1115,300,0,0,0,0,0,0,0,0,0,1252
74,0,850,204.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,1365,0,625.40374,0,0,0,950,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,1183.0698,1772,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,707.64571,0,0,1517,0,0,0,0,0,0,0,0,0,0,850
